GlobalNodeID,velocity:0,velocity:1,velocity:2,Points:0,Points:1,Points:2
86994,-194.68,59.989,-170.205,105.725,115.965,90.7881
92134,-321.749,99.1442,-281.299,105.88,116.247,90.7092
91240,-142.437,43.8907,-124.53,105.598,115.955,90.9296
87069,-362.058,111.565,-316.541,107.08,118.938,90.2702
95961,-492.318,151.703,-430.424,106.063,116.961,90.7479
94080,-456.135,140.554,-398.79,105.918,117.419,91.0719
93560,-464.869,143.245,-406.426,105.942,117.433,91.0493
87237,-33.2368,10.2416,-29.0583,105.181,117.147,91.8188
94084,-49.0327,15.109,-42.8683,107.564,119.478,89.9049
88117,-121.903,37.5634,-106.578,105.395,117.806,91.8028
94096,-84.6862,26.0953,-74.0395,105.24,116.675,91.5867
95861,-409.014,126.034,-357.593,106.025,118.234,91.2313
88977,-539.373,166.203,-471.563,106.952,117.21,89.8208
93792,-252.847,77.9126,-221.059,107.319,119.125,90.0616
90851,-485.678,149.657,-424.618,107.117,117.115,89.5987
91491,-493.835,152.171,-431.751,107.096,117.128,89.6279
91748,-209.392,64.5222,-183.067,107.137,119.37,90.3541
93107,-88.9175,27.3991,-77.7388,105.772,115.618,90.6135
90299,-571.208,176.013,-499.396,106.925,117.742,90.035
90582,-35.6946,10.999,-31.2071,105.463,118.471,91.956
89103,-281.388,86.7072,-246.012,106.953,119.22,90.5126
93350,-252.396,77.7737,-220.665,107.625,117.018,88.985
87272,-581.735,179.256,-508.6,106.467,117.303,90.4069
87356,-150.777,46.4607,-131.822,106.801,119.505,90.7852
87357,-144.085,44.3985,-125.971,106.833,119.529,90.7568
88300,-535.897,165.132,-468.525,106.69,118.264,90.4837
90967,-53.4377,16.4663,-46.7195,106.217,119.382,91.4094
91030,-98.7433,30.4268,-86.3293,105.254,116.772,91.6051
93289,-526.73,162.307,-460.51,106.207,117.821,90.8818
87628,-550.384,169.596,-481.19,106.621,118.145,90.5211
92171,-547.364,168.665,-478.55,106.595,118.152,90.5534
93141,-552.092,170.122,-482.683,106.601,118.123,90.5364
88172,-112.59,34.6937,-98.4356,105.304,117.331,91.742
90952,-528.814,162.949,-462.332,106.411,116.833,90.308
90985,-535.351,164.964,-468.047,106.399,116.875,90.3354
89189,-51.6188,15.9059,-45.1293,105.267,117.615,91.8837
88904,-48.7978,15.0366,-42.663,105.255,117.569,91.8806
89188,-67.9688,20.944,-59.4238,105.282,117.582,91.8548
88564,-425.913,131.241,-372.368,106.154,118.338,91.1203
95090,-429.71,132.411,-375.687,106.142,118.308,91.124
95888,-452.353,139.389,-395.484,106.053,116.664,90.657
93722,-46.399,14.2974,-40.5658,107.082,119.754,90.5493
94534,-48.5089,14.9476,-42.4104,107.059,119.752,90.5759
95255,-487.479,150.212,-426.194,107.077,117.061,89.6263
90235,-380.125,117.132,-332.336,106.913,116.465,89.6084
93001,-394.845,121.668,-345.205,106.902,116.503,89.6339
91630,-258.985,79.804,-226.426,107.15,119.228,90.2902
94711,-330.859,101.951,-289.264,105.629,117.171,91.3146
95432,-332.933,102.59,-291.077,105.631,117.132,91.2988
89801,-564.9,174.069,-493.882,106.906,117.924,90.119
89800,-560.181,172.615,-489.756,106.921,117.964,90.1162
88204,-190.719,58.7683,-166.742,107.255,119.357,90.2153
89310,-560.504,172.714,-490.038,106.94,117.927,90.0811
90408,-174.299,53.7088,-152.387,107.073,119.474,90.4641
90297,-551.757,170.019,-482.391,107.031,117.549,89.8472
89840,-395.361,121.827,-345.657,107.521,117.622,89.3128
89266,-270.137,83.2401,-236.175,107.697,118.494,89.4125
90238,-249.607,76.914,-218.226,107.734,118.515,89.3779
